ano_compra;nome_instituicao;cnpj_instituicao;municipio_instituicao;uf;compra;insercao;codigo_br;descricao_catmat;unidade_fornecimento;generico;anvisa;modalidade_compra;tipo_compra;capacidade;unidade_medida;unidade_fornecimento_capacidade;cnpj_fornecedor;fornecedor;cnpj_fabricante;fabricante;qtd_itens_comprados;preco_unitario;preco_total;arquivo;pk;dt_criacao_registro
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/05/20 00:00:00.000;435900;SONDA TRATO DIGESTIVO, APLICAÇÃO:NASOENTERAL, MATERIAL:SILICONE, CALIBRE:Nº 8, COMPRIMENTO:CERCA 100 CM, CONECTOR:CONECTOR EM Y C/ TAMPA, GRADUAÇÃO:GRADUADA, COMPONENTES:PONTA DISTAL FECHADA, C/ ORIFÍCIOS LATERAIS, OUTROS COMPONENTES:C/ FIO GUIA, PESO METÁLICO, ADICIONAIS:RADIOPACA, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;41500000000000;B L C COMERCIO DE MATERIAIS LTDA;59600000000000;MARK MED INDUSTRIA E COMERCIO LTDA;370;10.1;3737;Extracao_Novo_BPS_2025.xlsx;520;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/05/20 00:00:00.000;460347;CATETER PERIFÉRICO, MATERIAL CATETER:POLÍMERO RADIOPACO, APLICAÇÃO:VENOSO, MATERIAL AGULHA:AGULHA AÇO INOX, DIAMETRO:16 GAU, COMPRIMENTO:CERCA 30 MM, CONECTOR:CONECTOR PADRÃO, COMPONENTE 1:CÂMARA REFLUXO C/ FILTRO, COMPONENTE 2:C/ SISTEMA SEGURANÇA SEGUNDO NR/32, TIPO USO:ESTÉRIL, DESCARTÁVEL, EMBALAGEM INDIVIDUAL;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;41500000000000;B L C COMERCIO DE MATERIAIS LTDA;61400000000000;CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA;10480;0.9;9432;Extracao_Novo_BPS_2025.xlsx;521;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;272821;CABO BISTURI, MATERIAL:AÇO INOXIDÁVEL, TAMANHO:Nº 3;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;43800000000000;RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA;7200000000000;ANA SILVIA ALVES MARTINS FALEIROS DE ANDRADE;725;9.5;6887.5;Extracao_Novo_BPS_2025.xlsx;522;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;487449;FIO DE SUTURA AGULHADO, MATERIAL FIO:NYLON / POLIAMIDA PRETO, MODELO FIO:MONOFILAMENTAR, DIÂMETRO FIO:2-0, COMPRIMENTO FIO:CERCA DE 45 CM, TIPO AGULHA:AGULHA 1/2 CÍRCULO, MODELO AGULHA:CORTANTE REVERSA / INVERTIDA, COMPRIMENTO AGULHA:CERCA DE 26 MM, ESTERILIDADE:ESTÉRIL, APRESENTAçãO:EMBALAGEM INDIVIDUAL;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;43800000000000;RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA;2400000000000;A C E INDUSTRIA E COMERCIO LTDA;2307;1.37;3160.59;Extracao_Novo_BPS_2025.xlsx;523;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;279726;ALGODÃO, TIPO:HIDRÓFILO, APRESENTAÇÃO:EM MANTAS, MATERIAL:ALVEJADO, PURIFICADO, ISENTO DE IMPUREZAS, CARACTERÍSTICAS ADICIONAIS:ENROLADO EM PAPEL APROPRIADO, ESTERILIDADE:NÃO ESTÉRIL, TIPO EMBALAGEM:EMBALAGEM INDIVIDUAL;ROLO;;;Pregão;ADMINISTRATIVA;500;G;ROLO 500.00 G;8780000000000;DROGAFONTE LTDA;70300000000000;NEVOA PRODUTOS HIGIENICOS LTDA;11760;13.2;155232;Extracao_Novo_BPS_2025.xlsx;524;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/05/20 00:00:00.000;373735;CATETER ASPIRAÇÃO TRAQUEAL, MATERIAL:PVC ATÓXICO FLEXÍVEL, TIPO USO:DESCARTÁVEL, CARACTERÍSTICAS ADICIONAIS:PONTA ATRAUMÁTICA, ORIFÍCIOS DISTAIS LATERALIZADOS, TIPO EMBALAGEM:ESTÉRIL, EMBALAGEM INDIVIDUAL, ESPESSURA:Nº 12, TIPO LUBRIFICAÇÃO:SILICONIZADA, ACESSÓRIOS:COM VÁLVULA INTERMITENTE;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;41500000000000;B L C COMERCIO DE MATERIAIS LTDA;59600000000000;MARK MED INDUSTRIA E COMERCIO LTDA;9845;0.88;8663.6;Extracao_Novo_BPS_2025.xlsx;525;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;442485;EMBALAGEM P/ ESTERILIZAÇÃO, MATERIAL:PAPEL GRAU CIRÚRGICO, COMPOSIÇÃO:C/ FILME POLÍMERO MULTILAMINADO, APLICAÇÃO 1:P/ ESTERILIZAÇÃO DE FORMALDEÍDO, GRAMATURA / ESPESSURA:CERCA DE 60 G/M2, APRESENTAÇÃO:ROLO, COMPONENTES ADICIONAIS:TERMOSSELANTE, TAMANHO:CERCA DE 30 CM, COMPONENTES:C/ INDICADOR QUÍMICO, TIPO USO:USO ÚNICO;ROLO;;;Pregão;ADMINISTRATIVA;100;M;ROLO 100.00 M;11200000000000;CIRURGICA BIOMEDICA LTDA;93500000000000;CIEX DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS CIRURGICOS LTDA;508;127.77;64907.16;Extracao_Novo_BPS_2025.xlsx;526;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;452484;"ÁCIDOS GRAXOS ESSENCIAIS, COMPOSIÇÃO:COMPOSTO DOS ÁCIDOS CAPRÍLICO, CÁPRICO, LÁURICO, COMPONENTES:ÓLEO DE GIRASSOL E ÓLEO DE CANOLA, OUTROS COMPONENTES:PETROLATO E VITAMINA ""E"", FORMA FARMACÊUTICA:LOÇÃO CREMOSA HIDRATANTE";FRASCO;;;Pregão;ADMINISTRATIVA;200;ML;FRASCO 200.00 ML;43800000000000;RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA;6170000000000;NUTRIEX IMPORTACAO E EXPORTACAO DE PRODUTOS NUTRICIONAIS E FARMOQUIMICOS LTDA;7900;5.95;47005;Extracao_Novo_BPS_2025.xlsx;527;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;485315;MÁSCARA CIRÚRGICA, MATERIAL:NÃO TECIDO 100% POLIPROPILENO, FILTRO:ELEMENTO FILTRANTE INTERNO, EFICIÊNCIA:EFP MAIOR QUE 98% E BFE MAIOR QUE 95%, QUANTIDADE CAMADAS:MÍNIMO 3 CAMADAS, MODELO:AJUSTÁVEL, CLIPE NASAL, FORMATO:RETANGULAR, C/ PREGAS HORIZONTAIS, COMPONENTE ADICIONAL:VISOR P/ PROTEÇÃO OCULAR, COR:C/ COR, TAMANHO:ADULTO, ESTERILIDADE:DESCARTÁVEL;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;11200000000000;CIRURGICA BIOMEDICA LTDA;21000000000000;FERNANDO UNIFORMES LTDA;13550;3.75;50812.5;Extracao_Novo_BPS_2025.xlsx;528;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/05/20 00:00:00.000;439799;"AGULHA HIPODÉRMICA, MATERIAL:AÇO INOXIDÁVEL SILICONIZADO, DIMENSÃO:18 G X 1 1/2"", TIPO PONTA:BISEL CURTO TRIFACETADO, TIPO CONEXÃO:CONECTOR LUER LOCK OU SLIP EM PLÁSTICO, TIPO FIXAÇÃO:PROTETOR PLÁSTICO, TIPO USO:ESTÉRIL, DESCARTÁVEL, EMBALAGEM INDIVIDUAL";CAIXA;;;Pregão;ADMINISTRATIVA;100;UN;CAIXA 100.00 UN;43800000000000;RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA;10300000000000;MEDIX BRASIL LTDA;1570;9;14130;Extracao_Novo_BPS_2025.xlsx;529;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/05/20 00:00:00.000;423465;ABAIXADOR LÍNGUA, MATERIAL:MADEIRA, TIPO:DESCARTÁVEL, COMPRIMENTO:14 CM, FORMATO:TIPO ESPÁTULA, EMBALAGEM INDIVIDUAL, LARGURA:1,50 CM, ESPESSURA:2 MM;PACOTE;;;Pregão;ADMINISTRATIVA;100;UN;PACOTE 100.00 UN;43800000000000;RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA;10300000000000;MEDIX BRASIL LTDA;2754;6;16524;Extracao_Novo_BPS_2025.xlsx;530;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;363484;COLETOR MATERIAL PÉRFURO-CORTANTE, MATERIAL:PAPELÃO, CAPACIDADE TOTAL:7 L, ACESSÓRIOS:ALÇAS RÍGIDAS E TAMPA, COMPONENTES ADICIONAIS:REVESTIMENTO INTERNO EM POLIETILENO ALTA DENSIDADE, TIPO USO:DESCARTÁVEL;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;11200000000000;CIRURGICA BIOMEDICA LTDA;10700000000000;DESCARBOX DISTRIBUIDORA HOSPITALAR LTDA;7440;3.74;27825.6;Extracao_Novo_BPS_2025.xlsx;531;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;439660;"SERINGA, MATERIAL:POLIPROPILENO, CAPACIDADE:1 ML, TIPO BICO:BICO CENTRAL LUER LOCK OU SLIP, TIPO VEDAÇÃO:ÊMBOLO DE BORRACHA, ADICIONAL:GRADUADA (ESCALA UI), NUMERADA, TIPO AGULHA:C/ AGULHA 26 G X 1/2"", COMPONENTE ADICIONAL:C/ SISTEMA SEGURANÇA SEGUNDO NR/32, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, APRESENTAÇÃO:EMBALAGEM INDIVIDUAL";UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;43800000000000;RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA;3430000000000;SALDANHA RODRIGUES LTDA;66721;0.21;14011.41;Extracao_Novo_BPS_2025.xlsx;532;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/05/20 00:00:00.000;435624;ESFIGMOMANÔMETRO, AJUSTE:ANALÓGICO, ANERÓIDE, TIPO :DE BRAÇO, FAIXA DE OPERAÇÃO:ATÉ 300 MMHG, MATERIAL BRAÇADEIRA:BRAÇADEIRA EM NYLON, TIPO FECHO:FECHO EM VELCRO, TAMANHO:ADULTO OBESO;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;40600000000000;FOCCUS DISTRIBUIDORA DE EQUIPAMENTOS LTDA;6110000000000;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;335;95;31825;Extracao_Novo_BPS_2025.xlsx;533;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;456414;REANIMADOR MANUAL, MATERIAL BALÃO:SILICONE, CAPACIDADE BALÃO:CERCA 250 ML, COMPONENTE 1:MÁSCARA PLÁSTICO RÍGIDO C/ COXIM SILICONE, TIPO VÁLVULA:VÁLVULA UNIDIRECIONAL POP OFF CERCA 40 CMH20, TAMANHOS:NEONATAL;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;18300000000000;CIRURGICA CERON IMPORTADORA E EXPORTADORA DE EQUIPAMENTOS HOSPITALARES E VETERINARIOS LTDA;18300000000000;CIRURGICA CERON IMPORTADORA E EXPORTADORA DE EQUIPAMENTOS HOSPITALARES E VETERINARIOS LTDA;32;100;3200;Extracao_Novo_BPS_2025.xlsx;534;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;303151;LANCETA, MATERIAL LÂMINA:AÇO INOXIDÁVEL,PONTA AFIADA,TRIFACETADA, USO:DESCARTÁVEL, CARACTERÍSTICAS ADICIONAIS:ESTÉRIL, EMBALAGEM INDIVIDUAL;CAIXA;;;Pregão;ADMINISTRATIVA;100;UN;CAIXA 100.00 UN;43800000000000;RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA;5340000000000;MEDLEVENSOHN COMERCIO E REPRESENTACOES DE PRODUTOS HOSPITALARES LTDA;8140;4.5;36630;Extracao_Novo_BPS_2025.xlsx;535;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/05/20 00:00:00.000;441271;CATETER PERIFÉRICO, MATERIAL CATETER:POLÍMERO RADIOPACO, APLICAÇÃO:VENOSO, MATERIAL AGULHA:AGULHA AÇO INOX, DIAMETRO:24 GAU, COMPRIMENTO:CERCA 15 MM, CONECTOR:CONECTOR PADRÃO, COMPONENTE 1:CÂMARA REFLUXO C/ FILTRO, COMPONENTE 2:C/ SISTEMA SEGURANÇA SEGUNDO NR/32, TIPO USO:ESTÉRIL, DESCARTÁVEL, EMBALAGEM INDIVIDUAL;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;41500000000000;B L C COMERCIO DE MATERIAIS LTDA;61400000000000;CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA;52450;0.9;47205;Extracao_Novo_BPS_2025.xlsx;536;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;380018;ÁLCOOL ETÍLICO, TEOR ALCOÓLICO:70% V/V, COMPOSIÇÃO BÁSICA:COM EMOLIENTE, FORMA FARMACÊUTICA:GEL;FRASCO;;;Pregão;ADMINISTRATIVA;1000;ML;FRASCO 1000.00 ML;35200000000000;ESSENCIA HOSPITALAR LTDA;5930000000000;MEYOR'S DO BRASIL LTDA;2806;8.15;22868.9;Extracao_Novo_BPS_2025.xlsx;537;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;282205;CATETER OXIGENOTERAPIA, MATERIAL TUBO:PVC FLEXÍVEL GRAU MÉDICO, TIPO:TIPO ÓCULOS,PRONGA SILICONE CONTORNO ARREDONDADO, TIPO USO:DESCARTÁVEL, ESTERILIDADE:ESTÉRIL, TAMANHO:INFANTIL, CARACTERÍSTICAS ADICIONAIS:A PROVA DE DEFORMAÇÃO E TORÇÃO,2,10M, TIPO ADAPTADOR:CONECTOR UNIVERSAL;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;43800000000000;RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA;5150000000000;MEDSONDA - INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES DESCARTAVEIS LTDA;3607;1.35;4869.45;Extracao_Novo_BPS_2025.xlsx;538;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;479740;ESPÉCULO USO MÉDICO, APLICAÇÃO:VAGINAL, MODELO:COLLIN, TAMANHO:GRANDE, ADICIONAL 1:C/ REVESTIMENTO PTFE, ADICIONAL 2:C/ DUCTO ASPIRADOR, TRAVAMENTO:C/ TRAVA TIPO ROSCA, MATERIAL:AÇO INOXIDÁVEL, ESTERILIDADE:ESTERILIZÁVEL;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;43800000000000;RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA;48700000000000;CRAL ARTIGOS PARA LABORATORIO LTDA;16320;1.46;23827.2;Extracao_Novo_BPS_2025.xlsx;539;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/05/20 00:00:00.000;289967;CATETER ASPIRAÇÃO TRAQUEAL, MATERIAL:PVC ATÓXICO FLEXÍVEL, TIPO USO:DESCARTÁVEL, CARACTERÍSTICAS ADICIONAIS:PONTA ATRAUMÁTICA, ORIFÍCIOS DISTAIS LATERALIZADOS, TIPO EMBALAGEM:ESTÉRIL, EMBALAGEM INDIVIDUAL, ESPESSURA:Nº 10, TIPO LUBRIFICAÇÃO:SILICONIZADA, ACESSÓRIOS:COM VÁLVULA INTERMITENTE;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;41500000000000;B L C COMERCIO DE MATERIAIS LTDA;59600000000000;MARK MED INDUSTRIA E COMERCIO LTDA;11655;0.84;9790.2;Extracao_Novo_BPS_2025.xlsx;540;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;604946;AVENTAL PROCEDIMENTO - PARAMENTAÇÃO, ESTERILIDADE:NÃO ESTÉRIL, DESCARTÁVEL, MATERIAL:NÃO TECIDO 100% POLIPROPILENO - TIPO TNT, PROPRIEDADE:HIDROREPELENTE, GRAMATURA:CERCA DE 40 G/M2, MODELO MANGA:LONGA C/ PUNHO DE ELÁSTICO, TAMANHO:GRANDE (G), COR:C/ COR, TIPO FECHAMENTO:POSTERIOR P/ PESCOÇO E CINTURA;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;41500000000000;B L C COMERCIO DE MATERIAIS LTDA;7320000000000;DESCARTEE - INDUSTRIA E COMERCIO DE ROUPAS DESCARTAVEIS LTDA;34770;2.1;73017;Extracao_Novo_BPS_2025.xlsx;541;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;435998;SONDA TRATO URINÁRIO, MODELO:FOLEY, MATERIAL:SILICONE, CALIBRE:8 FRENCH, VIAS:2 VIAS, CONECTOR:CONECTORES PADRÃO, VOLUME:C/ BALÃO CERCA 5 ML, TIPO PONTA:PONTA DISTAL CILÍNDRICA FECHADA, COMPONENTES:C/ ORIFÍCIOS LATERAIS, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;43800000000000;RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA;1010000000000;LABOR IMPORT COMERCIAL IMPORTADORA EXPORTADORA LTDA;354;3.57;1263.78;Extracao_Novo_BPS_2025.xlsx;542;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;286037;ESCOVA ENDOCERVICAL, MATERIAL CABO:PLÁSTICO, MATERIAL CERDA:MICROCERDAS EM NYLON, PONTA DA ESCOVA CÔNICA, COMPRIMENTO:CABO C/ 17 A 18CM E CERDAS C/ APROXIMADAMENTE 2 CM, CARACTERÍSTICAS ADICIONAIS:DESCARTÁVEL,ATÓXICA,ESTÉRIL,EMBALAGEM INDIVIDUAL;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;43800000000000;RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA;48700000000000;CRAL ARTIGOS PARA LABORATORIO LTDA;42600;0.48;20448;Extracao_Novo_BPS_2025.xlsx;543;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;269838;LUVA CIRÚRGICA, MATERIAL:LÁTEX NATURAL, TAMANHO:7,50, ESTERILIDADE:ESTÉRIL, CARACTERÍSTICAS ADICIONAIS:COMPRIMENTO MÍNIMO DE 28CM, APRESENTAÇÃO:LUBRIFICADA C/ PÓ BIOABSORVÍVEL,ATÓXICA, TIPO USO:DESCARTÁVEL, FORMATO:ANATÔMICO, EMBALAGEM:CONFORME NORMA ABNT C/ ABERTURA ASSÉPTICA;PAR;;;Pregão;ADMINISTRATIVA;;;PAR;11200000000000;CIRURGICA BIOMEDICA LTDA;10300000000000;MEDIX BRASIL LTDA;27326;1.25;34157.5;Extracao_Novo_BPS_2025.xlsx;544;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;437172;CATETER PERIFÉRICO, APLICAÇÃO:VENOSO, MODELO:TIPO ESCALPE, MATERIAL AGULHA:AGULHA AÇO INOX, DIAMETRO:25 GAU, COMPONENTE ADICIONAL:C/ ASA DE FIXAÇÃO, TUBO EXTENSOR, CONECTOR:CONECTOR PADRÃO C/ TAMPA, COMPONENTE 1:C/ ADAPTADOR COLETA À VÁCUO, COMPONENTE 2:C/ SISTEMA SEGURANÇA SEGUNDO NR/32, TIPO USO:ESTÉRIL, DESCARTÁVEL, EMBALAGEM INDIVIDUAL;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;43800000000000;RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA;1010000000000;LABOR IMPORT COMERCIAL IMPORTADORA EXPORTADORA LTDA;23748;0.3;7124.4;Extracao_Novo_BPS_2025.xlsx;545;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;386478;"EQUIPO ESPECIAL, APLICAÇÃO:P/ IRRIGAÇÃO, NÚMERO VIAS:DUAS VIAS, MATERIAL:PVC CRISTAL, TIPO PONTEIRA:PONTA PERFURANTE C/ TAMPA CADA VIA, TIPO PINÇA:CLAMP TODAS VIAS, TIPO CONECTOR:CONECTOR ""LUER LOCK"", CARACTERÍSTICAS ADICIONAIS:P/ BOMBA DE INFUSÃO DE ALTO FLUXO, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL";UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;43800000000000;RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA;3030000000000;OLIMED MATERIAL HOSPITALAR S.A.;13890;0.8;11112;Extracao_Novo_BPS_2025.xlsx;546;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;277319;PERÓXIDO DE HIDROGÊNIO (ÁGUA OXIGENADA), TIPO:10 VOLUMES;LITRO;;;Pregão;ADMINISTRATIVA;;;LITRO;20200000000000;APG COMERCIAL LTDA;39000000000000;VIC PHARMA INDUSTRIA E COMERCIO LTDA;855;7.05;6027.75;Extracao_Novo_BPS_2025.xlsx;547;2025/07/29 13:20:05.738
2025;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;28700000000000;AMPARO DE SAO FRANCISCO;SE;2025/01/24 00:00:00.000;2025/03/21 00:00:00.000;487628;FIO DE SUTURA AGULHADO, MATERIAL FIO:POLIÉSTER C/ ALGODÃO AZUL, MODELO FIO:MULTIFILAMENTAR, DIÂMETRO FIO:0 / 1-0, COMPRIMENTO FIO:CERCA DE 70 CM, TIPO AGULHA:AGULHA 1/2 CÍRCULO, MODELO AGULHA:CILÍNDRICA, COMPRIMENTO AGULHA:CERCA DE 35 MM, ESTERILIDADE:ESTÉRIL, APRESENTAçãO:EMBALAGEM INDIVIDUAL;UNIDADE;;;Pregão;ADMINISTRATIVA;;;UNIDADE;43800000000000;RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA;2400000000000;A C E INDUSTRIA E COMERCIO LTDA;1639;4;6556;Extracao_Novo_BPS_2025.xlsx;548;2025/07/29 13:20:05.738
