ano_compra,nome_instituicao,cnpj_instituicao,municipio_instituicao,uf,compra,insercao,codigo_br,descricao_catmat,unidade_fornecimento,generico,modalidade_compra,tipo_compra,unidade_fornecimento_capacidade,cnpj_fornecedor,fornecedor,cnpj_fabricante,fabricante,qtd_itens_comprados,preco_unitario,preco_total,pk,dt_criacao_registro
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/01/23 00:00:00.000,2025/05/12 00:00:00.000,449014,"ALFAEPOETINA, CONCENTRAÇÃO:4.000 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL",FRASCO-AMPOLA,N,Registro de Preços,ADMINISTRATIVA,FRASCO-AMPOLA,7752236000808,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A,4415365000138,CHRON EPIGEN INDUSTRIA E COMERCIO LTDA,297544,18.24,5427202.56,467,2025/07/29 13:20:05.738
2025,FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA,5816630000152,SALVADOR,BA,2025/01/23 00:00:00.000,2025/03/25 00:00:00.000,277649,"ANAGRELIDA CLORIDRATO, DOSAGEM:0,5 MG",CÁPSULA,N,Pregão,ADMINISTRATIVA,CÁPSULA,57507378000365,EMS S/A,57507378000365,EMS S/A,900,27.9,25110.0,468,2025/07/29 13:20:05.738
2025,FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA,5816630000152,SALVADOR,BA,2025/01/23 00:00:00.000,2025/03/25 00:00:00.000,345001,"MIGLUSTATE, CONCENTRAÇÃO:100 MG",CÁPSULA,N,Pregão,ADMINISTRATIVA,CÁPSULA,51780468000187,JANSSEN-CILAG FARMACEUTICA LTDA,51780468000187,JANSSEN-CILAG FARMACEUTICA LTDA,30000,222.73,6681900.0,469,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/01/23 00:00:00.000,2025/05/12 00:00:00.000,285817,"SIROLIMO, DOSAGEM:1 MG",DRÁGEA,N,Registro de Preços,ADMINISTRATIVA,DRÁGEA,2424344000153,DISTRIBUICAO DE MEDICAMENTOS PAMED LTDA,61072393000133,PFIZER BRASIL LTDA,205320,34.48,7079433.6,470,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,487644,"FIO DE SUTURA AGULHADO, MATERIAL FIO:POLIÉSTER VERDE, MODELO FIO:MULTIFILAMENTAR, COMPONENTE FIO:C/ REVESTIMENTO DESLIZANTE, DIÂMETRO FIO:2-0, COMPRIMENTO FIO:CERCA DE 70 CM, TIPO AGULHA:2 AGULHAS 1/2 CÍRCULO NAS EXTREMIDADES, MODELO AGULHA:CILÍNDRICA, COMPRIMENTO AGULHA:CERCA DE 26 MM, ESTERILIDADE:ESTÉRIL, APRESENTAçãO:EMBALAGEM INDIVIDUAL",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,43751565000113,RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA,2400787000104,A C E INDUSTRIA E COMERCIO LTDA,1396,4.0,5584.0,471,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,297800,"CLOREXIDINA DIGLUCONATO, DOSAGEM:0,5%, APLICAÇÃO:SOLUÇÃO TÓPICA",FRASCO,Desconhecido,Pregão,ADMINISTRATIVA,FRASCO 100.00 ML,20182918000106,APG COMERCIAL LTDA,39032974000192,VIC PHARMA INDUSTRIA E COMERCIO LTDA,3506,2.68,9396.08,472,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,473659,"ESPAÇADOR, APLICAÇÃO:INALAÇÃO DE BRONCODILATADOR, TIPO:ENCAIXE UNIVERSAL, BOCAL COM VÁLVULA UNIDIRECIONAL, CARACTERÍSTICAS ADICIONAIS:RESERVATÓRIO RÍGIDO TRANSLÚCIDO, MODELO:MÁSCARA POLÍMERO, TAMANHO ADULTO",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,43751565000113,RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA,13024103000133,GTECH INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,544,29.0,15776.0,473,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,444355,"ATADURA, TIPO 1:CREPOM, MATERIAL 1:100% ALGODÃO, DIMENSÕES:10 CM, GRAMATURA 1:CERCA DE 13 FIOS/ CM2, EMBALAGEM:EMBALAGEM INDIVIDUAL",ROLO,Desconhecido,Pregão,ADMINISTRATIVA,ROLO 1.25 M,35153207000180,ESSENCIA HOSPITALAR LTDA,12577257000190,ECOMAX INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA,112100,0.45,50445.0,474,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,487644,"FIO DE SUTURA AGULHADO, MATERIAL FIO:POLIÉSTER VERDE, MODELO FIO:MULTIFILAMENTAR, COMPONENTE FIO:C/ REVESTIMENTO DESLIZANTE, DIÂMETRO FIO:2-0, COMPRIMENTO FIO:CERCA DE 70 CM, TIPO AGULHA:2 AGULHAS 1/2 CÍRCULO NAS EXTREMIDADES, MODELO AGULHA:CILÍNDRICA, COMPRIMENTO AGULHA:CERCA DE 26 MM, ESTERILIDADE:ESTÉRIL, APRESENTAçãO:EMBALAGEM INDIVIDUAL",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,43751565000113,RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA,2400787000104,A C E INDUSTRIA E COMERCIO LTDA,1519,4.0,6076.0,475,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,487661,"FIO DE SUTURA AGULHADO, MATERIAL FIO:AÇO INOXIDÁVEL, MODELO FIO:MONOFILAMENTAR, DIÂMETRO FIO:0 / 1-0, COMPRIMENTO FIO:4 X CERCA DE 45 CM, TIPO AGULHA:AGULHA 1/2 CÍRCULO, MODELO AGULHA:CORTANTE, COMPRIMENTO AGULHA:CERCA DE 35 MM, ESTERILIDADE:ESTÉRIL, APRESENTAçãO:EMBALAGEM INDIVIDUAL",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,43751565000113,RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA,2400787000104,A C E INDUSTRIA E COMERCIO LTDA,1639,4.0,6556.0,476,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,473659,"ESPAÇADOR, APLICAÇÃO:INALAÇÃO DE BRONCODILATADOR, TIPO:ENCAIXE UNIVERSAL, BOCAL COM VÁLVULA UNIDIRECIONAL, CARACTERÍSTICAS ADICIONAIS:RESERVATÓRIO RÍGIDO TRANSLÚCIDO, MODELO:MÁSCARA POLÍMERO, TAMANHO ADULTO",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,12013255000178,RS DISTRIBUIDORA HOSPITALAR LTDA,3840190000000,RS MED LTDA,537,19.9,10686.3,477,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,447065,"MATERIAL HOSPITALAR, TIPO:CLAMP PRENDEDOR UMBILICAL, COMPONENTES:PLÁSTICO, EMBALAGEM:EMBALAGEM INDIVIDUAL, ESTERILIDADE :ESTÉRIL, USO ÚNICO",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,20182918000106,APG COMERCIAL LTDA,78742491000133,JOAOMED COMERCIO DE MATERIAIS CIRURGICOS S/A,830,0.66,547.8,478,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,604835,"FIO DE SUTURA AGULHADO, MATERIAL FIO:POLIGLACTINA VIOLETA, MODELO FIO:MULTIFILAMENTAR, DIÂMETRO FIO:2-0, COMPRIMENTO FIO:CERCA DE 70 CM, TIPO AGULHA:AGULHA 5/8 CÍRCULO, MODELO AGULHA:CILÍNDRICA, COMPRIMENTO AGULHA:CERCA DE 35 MM, ESTERILIDADE:ESTÉRIL, APRESENTAçãO:EMBALAGEM INDIVIDUAL",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,43751565000113,RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA,2400787000104,A C E INDUSTRIA E COMERCIO LTDA,1831,4.0,7324.0,479,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,263414,"OTOSCÓPIO, TIPO:CLÍNICO, CARACTERÍSTICAS ADICIONAIS:COM 5 ESPÉCULO REUTILIZÁVEIS, ESTOJO EM NYLON",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,38408899000159,EQUIMED EQUIPAMENTOS MEDICOS HOSPITALARES LTDA,7626776000160,CIRURGICA SAO FELIPE PRODUTOS PARA SAUDE LTDA,164,259.0,42476.0,480,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/05/20 00:00:00.000,389960,"CATETER ASPIRAÇÃO TRAQUEAL, MATERIAL:PVC ATÓXICO FLEXÍVEL, TIPO USO:DESCARTÁVEL, CARACTERÍSTICAS ADICIONAIS:PONTA ATRAUMÁTICA, ORIFÍCIOS DISTAIS LATERALIZADOS, TIPO EMBALAGEM:ESTÉRIL, EMBALAGEM INDIVIDUAL, ESPESSURA:Nº 16, TIPO LUBRIFICAÇÃO:SILICONIZADA, ACESSÓRIOS:COM VÁLVULA INTERMITENTE",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,41488836000164,B L C COMERCIO DE MATERIAIS LTDA,59556600000000,MARK MED INDUSTRIA E COMERCIO LTDA,1142,1.02,1164.84,481,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,402674,"FRALDA DESCARTÁVEL, TIPO:C/ INDICADOR DE SATURAÇÃO, TIPO FORMATO:ANATÔMICO, PESO USUÁRIO:10 A 14 KG, CARACTERÍSTICAS ADICIONAIS:COM ELÁSTICO NAS PERNAS E FLOCOS DE GEL CONSISTENT, TIPO ADESIVO FIXAÇÃO:DUPLO ADESIVO DE FIXAÇÃO, TIPO USUÁRIO:INFANTIL, TIPO PAINEL:ABAS ANTIVAZAMENTOS",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,43751565000113,RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA,5882795000122,MEGAFRAL INDUSTRIA E COMERCIO LTDA,58346,0.77,44926.42,482,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,487447,"FIO DE SUTURA AGULHADO, MATERIAL FIO:NYLON / POLIAMIDA PRETO, MODELO FIO:MONOFILAMENTAR, DIÂMETRO FIO:3-0, COMPRIMENTO FIO:CERCA DE 70 CM, TIPO AGULHA:AGULHA 1/2 CÍRCULO, MODELO AGULHA:CILÍNDRICA, COMPRIMENTO AGULHA:CERCA DE 35 MM, ESTERILIDADE:ESTÉRIL, APRESENTAçãO:EMBALAGEM INDIVIDUAL",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,20182918000106,APG COMERCIAL LTDA,2400787000104,A C E INDUSTRIA E COMERCIO LTDA,866,4.38,3793.08,483,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,436077,"SONDA TRATO URINÁRIO, MODELO:FOLEY, MATERIAL:SILICONE, CALIBRE:22 FRENCH, VIAS:2 VIAS, CONECTOR:CONECTORES PADRÃO, VOLUME:C/ BALÃO CERCA 30 ML, TIPO PONTA:PONTA DISTAL CILÍNDRICA FECHADA, COMPONENTES:C/ ORIFÍCIOS LATERAIS, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,43751565000113,RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA,1005730000000,LABOR IMPORT COMERCIAL IMPORTADORA EXPORTADORA LTDA,1480,2.75,4070.0,484,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,487431,"FIO DE SUTURA AGULHADO, MATERIAL FIO:NYLON / POLIAMIDA PRETO, MODELO FIO:MONOFILAMENTAR, DIÂMETRO FIO:4-0, COMPRIMENTO FIO:CERCA DE 70 CM, TIPO AGULHA:AGULHA 1/2 CÍRCULO, MODELO AGULHA:CILÍNDRICA, COMPRIMENTO AGULHA:CERCA DE 20 MM, ESTERILIDADE:ESTÉRIL, APRESENTAçãO:EMBALAGEM INDIVIDUAL",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,20182918000106,APG COMERCIAL LTDA,2400787000104,A C E INDUSTRIA E COMERCIO LTDA,1180,4.22,4979.6,485,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/05/20 00:00:00.000,435985,"SONDA TRATO URINÁRIO, MODELO:URETRAL, MATERIAL:PVC, CALIBRE:16 FRENCH, CONECTOR:CONECTOR PADRÃO C/ TAMPA, COMPRIMENTO:CERCA 40 CM, TIPO PONTA:PONTA DISTAL CILÍNDRICA FECHADA, COMPONENTES:C/ ORIFÍCIOS LATERAIS, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,41488836000164,B L C COMERCIO DE MATERIAIS LTDA,59556600000000,MARK MED INDUSTRIA E COMERCIO LTDA,7150,0.76,5434.0,486,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,269881,"CLOREXIDINA DIGLUCONATO, DOSAGEM:0,2%, APLICAÇÃO:SOLUÇÃO TÓPICA",FRASCO,Desconhecido,Pregão,ADMINISTRATIVA,FRASCO 100.00 ML,20182918000106,APG COMERCIAL LTDA,39032974000192,VIC PHARMA INDUSTRIA E COMERCIO LTDA,4488,1.78,7988.64,487,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/05/20 00:00:00.000,436042,"SONDA TRATO URINÁRIO, MODELO:URETRAL, MATERIAL:PVC, CALIBRE:10 FRENCH, CONECTOR:CONECTOR PADRÃO C/ TAMPA, COMPRIMENTO:CERCA 40 CM, TIPO PONTA:PONTA DISTAL CILÍNDRICA FECHADA, COMPONENTES:C/ ORIFÍCIOS LATERAIS, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,34180445000112,DISMATH DISTRIBUIDORA DE MATERIAIS MEDICOS E HOSPITALARES LTDA,6143680000000,BIOSANI INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,22360,0.52,11627.2,488,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,269973,"COMPRESSA GAZE, MATERIAL:TECIDO 100% ALGODÃO, TIPO:9 FIOS/CM2, MODELO:COR BRANCA,ISENTA DE IMPUREZAS, CAMADAS:8 CAMADAS, LARGURA:7,50 CM, COMPRIMENTO:7,50 CM, DOBRAS:5 DOBRAS, CARACTERÍSTICAS ADICIONAIS:DESCARTÁVEL",PACOTE,Desconhecido,Pregão,ADMINISTRATIVA,PACOTE 500.00 UN,48479110000104,YUMED COMERCIO LTDA,43945150000180,"ABL INDUSTRIA, COMERCIO ATACADISTA, IMPORTACAO E EXPORTACAO LTDA",18260,8.43,153931.8,489,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,435986,"SONDA TRATO URINÁRIO, MODELO:URETRAL, MATERIAL:PVC, CALIBRE:12 FRENCH, CONECTOR:CONECTOR PADRÃO C/ TAMPA, COMPRIMENTO:CERCA 40 CM, TIPO PONTA:PONTA DISTAL CILÍNDRICA FECHADA, COMPONENTES:C/ ORIFÍCIOS LATERAIS, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,34180445000112,DISMATH DISTRIBUIDORA DE MATERIAIS MEDICOS E HOSPITALARES LTDA,6143680000000,BIOSANI INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,70680,0.55,38874.0,490,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,389527,"GLUTARALDEÍDO, CONCENTRAÇÃO:A 2%, FORMA FÍSICA:SOLUÇÃO AQUOSA, CARACTERÍSTICA ADICIONAL:PRÉ-ATIVADO",GALÃO,Desconhecido,Pregão,ADMINISTRATIVA,GALÃO 5.00 L,43751565000113,RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA,6879630000000,CINORD INDUSTRIA FARMACEUTICA LTDA,168,110.0,18480.0,491,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,437167,"CATETER PERIFÉRICO, APLICAÇÃO:VENOSO, MODELO:TIPO ESCALPE, MATERIAL AGULHA:AGULHA AÇO INOX, DIAMETRO:23 GAU, COMPONENTE ADICIONAL:C/ ASA DE FIXAÇÃO, TUBO EXTENSOR, CONECTOR:CONECTOR PADRÃO C/ TAMPA, COMPONENTE 2:C/ SISTEMA SEGURANÇA SEGUNDO NR/32, TIPO USO:ESTÉRIL, DESCARTÁVEL, EMBALAGEM INDIVIDUAL",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,43751565000113,RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA,1005730000000,LABOR IMPORT COMERCIAL IMPORTADORA EXPORTADORA LTDA,29440,0.3,8832.0,492,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,439711,"SERINGA, MATERIAL:POLIPROPILENO, CAPACIDADE:20 ML, TIPO BICO:BICO CENTRAL LUER LOCK OU SLIP, TIPO VEDAÇÃO:ÊMBOLO DE BORRACHA, ADICIONAL:GRADUADA, NUMERADA, TIPO AGULHA:C/ AGULHA 22 G X 1"", COMPONENTE ADICIONAL:C/ SISTEMA SEGURANÇA SEGUNDO NR/32, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, APRESENTAÇÃO:EMBALAGEM INDIVIDUAL",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,43751565000113,RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA,3426484000123,SALDANHA RODRIGUES LTDA,258550,0.47,121518.5,493,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,269894,"LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO, MATERIAL:LÁTEX NATURAL ÍNTEGRO E UNIFORME, TAMANHO:PEQUENO, CARACTERÍSTICAS ADICIONAIS:LUBRIFICADA COM PÓ BIOABSORVÍVEL, DESCARTÁVEL, APRESENTAÇÃO:ATÓXICA, TIPO:AMBIDESTRA, TIPO USO:DESCARTÁVEL, MODELO:FORMATO ANATÔMICO, FINALIDADE:RESISTENTE À TRAÇÃO",CAIXA,Desconhecido,Pregão,ADMINISTRATIVA,CAIXA 100.00 UN,11215901000117,CIRURGICA BIOMEDICA LTDA,7826500000000,"INOVEN INDUSTRIA, COMERCIO E IMPORTACAO LTDA",18065,22.5,406462.5,494,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/05/20 00:00:00.000,438395,"SONDA TRATO DIGESTIVO, APLICAÇÃO:NASOENTERAL, MATERIAL:SILICONE, CALIBRE:Nº 12, COMPRIMENTO:CERCA 100 CM, CONECTOR:CONECTOR EM Y C/ TAMPA, GRADUAÇÃO:GRADUADA, COMPONENTES:PONTA DISTAL FECHADA, C/ ORIFÍCIOS LATERAIS, OUTROS COMPONENTES:C/ FIO GUIA, PESO METÁLICO, ADICIONAIS:RADIOPACA, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,41488836000164,B L C COMERCIO DE MATERIAIS LTDA,59556600000000,MARK MED INDUSTRIA E COMERCIO LTDA,625,10.27,6418.75,495,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,439728,"SERINGA, MATERIAL:POLIPROPILENO, CAPACIDADE:10 ML, TIPO BICO:BICO CENTRAL LUER LOCK OU SLIP, TIPO VEDAÇÃO:ÊMBOLO DE BORRACHA, ADICIONAL:GRADUADA, NUMERADA, PRINCÍPIO ATIVO:C/ SOLUÇÃO SALINA, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, APRESENTAÇÃO:EMBALAGEM INDIVIDUAL",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,43751565000113,RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA,3426484000123,SALDANHA RODRIGUES LTDA,269800,0.36,97128.0,496,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,454555,"MÁSCARA GASOTERAPIA, MODELO:VENTURI, MATERIAL:PLÁSTICO, ADICIONAL:C/ TUBO CORRUGADO, TAMANHO:INFANTIL, TIPO FIXAÇÃO:C/ CLIPE NASAL E FIXADOR CEFÁLICO AJUSTÁVEL, TIPO EXTENSÃO:EXTENSOR CERCA DE 2,0 M, TIPO CONECTOR:CONECTOR PADRÃO, ADICIONAIS:JOGO C/ 6 DILUIDORES P/ FLUXO O2",UNIDADE,Desconhecido,Pregão,ADMINISTRATIVA,UNIDADE,20182918000106,APG COMERCIAL LTDA,78742491000133,JOAOMED COMERCIO DE MATERIAIS CIRURGICOS S/A,472,10.5,4956.0,497,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,444849,"ÁLCOOL ETÍLICO, ASPECTO FÍSICO:LÍQUIDO, FÓRMULA QUÍMICA:C2H6O, PESO MOLECULAR:46,07 G/MOL, GRAU DE PUREZA:PUREZA MÍNIMA DE 96%, NÚMERO DE REFERÊNCIA QUÍMICA:CAS 64-17-5",LITRO,Desconhecido,Pregão,ADMINISTRATIVA,LITRO,20182918000106,APG COMERCIAL LTDA,5783974000102,FLAMAGEL INDUSTRIA E COMERCIO LTDA,3899,8.5,33141.5,498,2025/07/29 13:20:05.738
2025,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,28715986000103,AMPARO DE SAO FRANCISCO,SE,2025/01/24 00:00:00.000,2025/03/21 00:00:00.000,269989,"COMPRESSA GAZE, MATERIAL:TECIDO 100% ALGODÃO, TIPO:TIPO QUEIJO, MODELO:COR BRANCA,ISENTA DE IMPUREZAS, QUANTIDADE FIOS:9 FIOS/CM2, LARGURA:91 CM, COMPRIMENTO:91 M, DOBRAS:8 DOBRAS, CARACTERÍSTICAS ADICIONAIS:EMBALAGEM PLÁSTICA INDIVIDUAL",PACOTE,Desconhecido,Pregão,ADMINISTRATIVA,PACOTE 30.00 UN,43751565000113,RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA,40357820000150,ULTRA TEXTIL INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA,4930,22.5,110925.0,499,2025/07/29 13:20:05.738
